code,name,address
MCQ,Miskolc Airport,"Miskolc, Hungary"
PEV,Pecs-Pogany Airport,"Pecs-Pogany, Hungary"
QGY,Gyor-Per International Airport,"Gyor, Hungary"
SOB,Sarmellek International Airport,"Sarmellek, Hungary"
TZR,Taszar Air Base,"Taszar, Hungary"
QZD,Szeged Glider Airport,"Szeged, Hungary"
QAQ,L'Aquila / Preturo Airport,"L'Aquila, Italy"
CRV,Crotone Airport,"Crotone, Italy"
BRI,Bari / Palese International Airport,"Bari, Italy"
FOG,Foggia / Gino Lisa Airport,"Foggia, Italy"
TAR,Taranto / Grottaglie Airport,"Grottaglie, Italy"
LCC,Lecce Airport,"Lecce, Italy"
PSR,Pescara International Airport,"Pescara, Italy"
BDS,Brindisi / Casale Airport,"Brindisi, Italy"
SUF,Lamezia Terme Airport,"Lamezia Terme, Italy"
CIY,Comiso Airport Vincenzo Magliocco,"Comiso, Italy"
CTA,Catania / Fontanarossa Airport,"Catania, Italy"
LMP,Lampedusa Airport,"Lampedusa, Italy"
PNL,Pantelleria Airport,"Pantelleria, Italy"
PMO,Palermo / Punta Raisi Airport,"Palermo, Italy"
REG,Reggio Calabria Airport,"Reggio Calabria, Italy"
TPS,Trapani / Birgi Airport,"Trapani, Italy"
NSY,Sigonella Airport,"Sigonella, Italy"
BLX,Belluno Airport,"Belluno, Italy"
CDF,Cortina Airport,"Cortina D'Ampezzo, Italy"
RAN,Ravenna Airport,"Ravenna, Italy"
ZIA,Trento / Mattarello Airport,"Trento, Italy"
AHO,Alghero / Fertilia Airport,"Alghero, Italy"
DCI,Decimomannu Airport,"Decimomannu, Italy"
CAG,Cagliari / Elmas Airport,"Cagliari, Italy"
OLB,Olbia / Costa Smeralda Airport,"Olbia, Italy"
FNU,Oristano / Fenosu Airport,"Oristano, Italy"
TTB,Tortoli' / Arbatax Airport,"Arbatax, Italy"
QVA,Varese / Venegono Airport,"Varese, Italy"
QMM,Massa Cinquale Airport,"Marina Di Massa, Italy"
MXP,Malpensa International Airport,"Milan, Italy"
BGY,Bergamo / Orio Al Serio Airport,"Bergamo, Italy"
TRN,Torino / Caselle International Airport,"Torino, Italy"
ALL,Villanova D'Albenga International Airport,"Albenga, Italy"
GOA,Genova / Sestri Cristoforo Colombo Airport,"Genova, Italy"
LIN,Linate Airport,"Milan, Italy"
PMF,Parma Airport,"Parma, Italy"
QPZ,Piacenza Airport,"Piacenza, Italy"
AOT,Aosta Airport,"Aosta, Italy"
CUF,Cuneo / Levaldigi Airport,"Cuneo, Italy"
AVB,Aviano Air Base,"Aviano, Italy"
BZO,Bolzano Airport,"Bolzano, Italy"
UDN,Udine / Campoformido Air Base,"Udine, Italy"
BLQ,Bologna / Borgo Panigale Airport,"Bologna, Italy"
TSF,Treviso / Sant'Angelo Airport,"Treviso, Italy"
FRL,Forli Airport,"Forli, Italy"
VBS,Brescia / Montichiari Airport,"Brescia, Italy"
TRS,Trieste / Ronchi Dei Legionari,"Trieste, Italy"
RMI,Rimini / Miramare - Federico Fellini International Airport,"Rimini, Italy"
VIC,Vicenza Airport,"Vicenza, Italy"
QPA,Padova Airport,"Padova, Italy"
VRN,Verona / Villafranca Airport,"Verona, Italy"
AOI,Ancona / Falconara Airport,"Ancona, Italy"
VCE,Venezia / Tessera -  Marco Polo Airport,"Venezia, Italy"
QZO,Arezzo Airport,"Arezzo, Italy"
LCV,Lucca / Tassignano Airport,"Lucca, Italy"
QRT,Rieti Airport,"Rieti, Italy"
SAY,Siena / Ampugnano Airport,"Siena, Italy"
CIA,Ciampino Airport,"Roma, Italy"
FCO,Leonardo Da Vinci (Fiumicino) International Airport,"Rome, Italy"
QFR,Frosinone Military Airport,"Frosinone, Italy"
QSR,Salerno / Pontecagnano Airport,"Salerno, Italy"
EBA,Marina Di Campo Airport,"Marina  Di Campo, Italy"
QLT,Latina Airport,"Latina, Italy"
NAP,Napoli / Capodichino International Airport,"Napoli, Italy"
PSA,Pisa / San Giusto - Galileo Galilei International Airport,"Pisa, Italy"
FLR,Firenze / Peretola Airport,"Firenze, Italy"
GRS,Grosseto Airport,"Grosetto, Italy"
PEG,Perugia / San Egidio Airport,"Perugia, Italy"
LJU,Ljubljana Joze Pucnik Airport,"Ljubljana, Slovenia"
MBX,Maribor Airport,"Maribor, Slovenia"
POW,Portoroz Airport,"Portoroz, Slovenia"
GTW,Holesov Airport,"Holesov, Czech Republic"
UHE,Kunovice Airport,"Uherske Hradiste, Czech Republic"
KLV,Karlovy Vary International Airport,"Karlovy Vary, Czech Republic"
MKA,Marianske Lazne Airport,"Marianske Lazne, Czech Republic"
OSR,Ostrava Leos Janacek Airport,"Ostrava, Czech Republic"
OLO,Olomouc Glider Airport,"Olomouc, Czech Republic"
PED,Pardubice Airport,"Pardubice, Czech Republic"
PRV,Prerov Air Base,"Prerov, Czech Republic"
PRG,Vaclav Havel Airport,"Prague, Czech Republic"
BRQ,Brno-Turany Airport,"Brno, Czech Republic"
VOD,Vodochody Airport,"Vodochoky, Czech Republic"
ZBE,Zabreh Ostrava Airport,"Zabreh, Czech Republic"
TLV,Ben Gurion International Airport,"Tel Aviv, Israel"
BEV,Be'er Sheva (Teyman) Airport,"Beersheva, Israel"
ETH,Eilat Airport,"Eilat, Israel"
ETM,Ramon Airport,"Eilat, Israel"
EIY,Ein Yahav Airfield,"Sapir, Israel"
HFA,Haifa International Airport,"Haifa, Israel"
RPN,Ben Ya'akov Airport,"Rosh Pina, Israel"
KSW,Kiryat Shmona Airport,"Kiryat Shmona, Israel"
MIP,Mitzpe Ramon Airfield,"Mitzpe Ramon, Israel"
MTZ,Bar Yehuda Airfield,"Masada, Israel"
VTM,Nevatim Air Base,"Beersheba, Israel"
VDA,Ovda International Airport,"Eilat, Israel"
MIP,Ramon Air Base,"Beersheba, Israel"
SDV,Sde Dov Airport,"Tel Aviv, Israel"
YOT,Yotvata Airfield,"Yotvata, Israel"
MLA,Luqa Airport,"Luqa, Malta"
HOH,Hohenems-Dornbirn Airport,"Hohenems / Dornbirn, Austria"
GRZ,Graz Airport,"Graz, Austria"
INN,Innsbruck Airport,"Innsbruck, Austria"
KLU,Klagenfurt Airport,"Klagenfurt am Worthersee, Austria"
LNZ,Linz Airport,"Linz, Austria"
SZG,Salzburg Airport,"Salzburg, Austria"
VIE,Vienna International Airport,"Vienna, Austria"
SMA,Santa Maria Airport,"Vila do Porto, Portugal"
BGC,Braganca Airport,"Braganca, Portugal"
BYJ,Beja International Airport,"Beja, Portugal"
BGZ,Braga Municipal Aerodrome,"Braga, Portugal"
CHV,Chaves Airport,"Chaves, Portugal"
CBP,Coimbra Airport,"Coimbra, Portugal"
CVU,Corvo Airport,"Corvo, Portugal"
CAT,Cascais Airport,"Cascais, Portugal"
COV,Covilha Airport,"Covilha, Portugal"
FLW,Flores Airport,"Santa Cruz das Flores, Portugal"
FAO,Faro Airport,"Faro, Portugal"
GRW,Graciosa Airport,"Santa Cruz da Graciosa, Portugal"
HOR,Horta Airport,"Horta, Portugal"
TER,Lajes Field,"Lajes, Portugal"
FNC,Madeira Airport,"Funchal, Portugal"
PDL,Joao Paulo II Airport,"Ponta Delgada, Portugal"
PIX,Pico Airport,"Pico Island, Portugal"
PRM,Portimao Airport,"Portimao, Portugal"
OPO,Francisco de Sa Carneiro Airport,"Porto, Portugal"
PXO,Porto Santo Airport,"Vila Baleira, Portugal"
LIS,Lisbon Portela Airport,"Lisbon, Portugal"
SIE,Sines Airport,"Sines, Portugal"
SJZ,Sao Jorge Airport,"Velas, Portugal"
VRL,Vila Real Airport,"Vila Real, Portugal"
VSE,Viseu Airport,"Viseu, Portugal"
BNX,Banja Luka International Airport,"Banja Luka, Bosnia and Herzegovina"
OMO,Mostar International Airport,"Mostar, Bosnia and Herzegovina"
SJJ,Sarajevo International Airport,"Sarajevo, Bosnia and Herzegovina"
TZL,Tuzla International Airport,"Tuzla, Bosnia and Herzegovina"
ARW,Arad International Airport,"Arad, Romania"
BCM,Bacau Airport,"Bacau, Romania"
BAY,Tautii Magheraus Airport,"Baia Mare, Romania"
BBU,Baneasa International Airport,"Bucharest, Romania"
CND,Mihail Kogalniceanu International Airport,"Constanta, Romania"
CLJ,Cluj-Napoca International Airport,"Cluj-Napoca, Romania"
CSB,Caransebes Airport,"Caransebes, Romania"
CRA,Craiova Airport,"Craiova, Romania"
IAS,Iasi Airport,"Iasi, Romania"
OMR,Oradea International Airport,"Oradea, Romania"
OTP,Henri Coanda International Airport,"Bucharest, Romania"
SBZ,Sibiu International Airport,"Sibiu, Romania"
SUJ,Satu Mare Airport,"Satu Mare, Romania"
SCV,Suceava Stefan cel Mare Airport,"Suceava, Romania"
TCE,Tulcea Airport,"Tulcea, Romania"
TGM,Transilvania Targu Mures International Airport,"Targu Mures, Romania"
TSR,Timisoara Traian Vuia Airport,"Timisoara, Romania"
GVA,Geneva Cointrin International Airport,"Geneva, Switzerland"
QLS,Lausanne-la Blecherette Airport,"Lausanne, Switzerland"
QNC,Neuchatel Airport,"Neuchatel, Switzerland"
SIR,Sion Airport,"Sion, Switzerland"
EML,Emmen Airport,"Emmen, Switzerland"
ZIN,Interlaken Air Base,"Interlaken, Switzerland"
LUG,Lugano Airport,"Lugano, Switzerland"
BRN,Bern Belp Airport,"Bern, Switzerland"
BXO,Buochs Airport,"Buochs, Switzerland"
ZHI,Grenchen Airport,"Grenchen, Switzerland"
ZRH,Zurich Airport,"Zurich, Switzerland"
ZJI,Locarno Airport,"Locarno, Switzerland"
MLH,EuroAirport Basel-Mulhouse-Freiburg Airport,"Bale/Mulhouse, Switzerland"
ACH,St Gallen Altenrhein Airport,"Altenrhein, Switzerland"
SMV,Samedan Airport,"Samedan, Switzerland"
ESB,Esenboga International Airport,"Ankara, Turkey"
ANK,Etimesgut Air Base,"Ankara, Turkey"
ADA,Adana Airport,"Adana, Turkey"
UAB,Incirlik Air Base,"Adana, Turkey"
AFY,Afyon Airport,"Afyonkarahisar, Turkey"
AYT,Antalya International Airport,"Antalya, Turkey"
GZT,Gaziantep International Airport,"Gaziantep, Turkey"
KFS,Kastamonu Airport,"Kastamonu, Turkey"
KYA,Konya Airport,"Konya, Turkey"
MZH,Amasya Merzifon Airport,"Amasya, Turkey"
SSX,Samsun Samair Airport,"Samsun, Turkey"
VAS,Sivas Airport,"Sivas, Turkey"
ONQ,Zonguldak Airport,"Zonguldak, Turkey"
MLX,Malatya Erhac Airport,"Malatya, Turkey"
ASR,Kayseri Erkilet Airport,"Kayseri, Turkey"
TJK,Tokat Airport,"Tokat, Turkey"
DNZ,Cardak Airport,"Denizli, Turkey"
NAV,Nevsehir Kapadokya International Airport,"Nevsehir, Turkey"
ISL,Ataturk International Airport,"Istanbul, Turkey"
IST,Istanbul Airport,"Arnavutkoy, Turkey"
CII,Cildir Airport,"Aydin, Turkey"
BTZ,Bursa Airport,"Bursa, Turkey"
BZI,Balikesir Merkez Airport,"Balikesir, Turkey"
BDM,Bandirma Airport,"Bandirma, Turkey"
CKZ,Canakkale Airport,"Canakkale, Turkey"
ESK,Eskisehir Air Base,"Eskisehir, Turkey"
ADB,Adnan Menderes International Airport,"Izmir, Turkey"
IGL,Cigli Airport,"Izmir, Turkey"
USQ,Usak Airport,"Usak, Turkey"
KCO,Cengiz Topel Airport,"Cengiz Topel, Turkey"
YEI,Bursa Yenisehir Airport,"Bursa, Turkey"
DLM,Dalaman International Airport,"Dalaman, Turkey"
TEQ,Tekirdag Corlu Airport,"Corlu, Turkey"
BXN,Imsik Airport,"Bodrum, Turkey"
AOE,Anadolu University Airport,"Eskisehir, Turkey"
KZR,Zafer Airport,"Altintas, Turkey"
EZS,Elazig Airport,"Elazig, Turkey"
OGU,Ordu–Giresun Airport,"Ordu, Turkey"
DIY,Diyarbakir Airport,"Diyarbakir, Turkey"
ERC,Erzincan Airport,"Erzincan, Turkey"
ERZ,Erzurum International Airport,"Erzurum, Turkey"
KSY,Kars Airport,"Kars, Turkey"
TZX,Trabzon International Airport,"Trabzon, Turkey"
SFQ,Sanliurfa Airport,"Sanliurfa, Turkey"
VAN,Van Ferit Melen Airport,"Van, Turkey"
BAL,Batman Airport,"Batman, Turkey"
MSR,Mus Airport,"Mus, Turkey"
SXZ,Siirt Airport,"Siirt, Turkey"
NOP,Sinop Airport,"Sinop, Turkey"
KCM,Kahramanmaras Airport,"Kahramanmaras, Turkey"
AJI,Agri Airport,"Agri, Turkey"
ADF,Adiyaman Airport,"Adiyaman, Turkey"
MQM,Mardin Airport,"Mardin, Turkey"
GNY,Sanliurfa GAP Airport,"Sanliurfa, Turkey"
IGD,Igdir Airport,"Igdir, Turkey"
YKO,Hakkari Yuksekova Airport,"Yuksekova, Turkey"
HTY,Hatay Airport,"Hatay, Turkey"
ISE,Suleyman Demirel International Airport,"Isparta, Turkey"
EDO,Balikesir Korfez Airport,"Edremit, Turkey"
BJV,Milas Bodrum International Airport,"Bodrum, Turkey"
GZP,Gazipasa Airport,"Gazipasa, Turkey"
SZF,Samsun Carsamba Airport,"Samsun, Turkey"
SAW,Sabiha Gokcen International Airport,"Istanbul, Turkey"
GKD,Imroz Airport,"Gokceada, Turkey"
RZV,Rize–Artvin Airport,"Rize, Turkey"
BZY,Balti International Airport,"Strymba, Moldova, Republic of"
RMO,Chisinau International Airport,"Chisinau, Moldova, Republic of"
OHD,Ohrid St. Paul the Apostle Airport,"Ohrid, Macedonia, the former Yugoslav Republic of"
SKP,Skopje Alexander the Great Airport,"Skopje, Macedonia, the former Yugoslav Republic of"
GIB,Gibraltar Airport,"Gibraltar, Gibraltar"
BEG,Belgrade Nikola Tesla Airport,"Belgrad, Serbia"
IVG,Berane Airport,"Berane, Montenegro"
BJY,Batajnica Air Base,"Batajnica, Serbia"
INI,Nis Airport,"Nis, Serbia"
QND,Cenej Airport,"Novi Sad, Serbia"
TGD,Podgorica Airport,"Podgorica, Montenegro"
TIV,Tivat Airport,"Tivat, Montenegro"
UZC,Ponikve Airport,"Uzice, Serbia"
QWV,Divci Airport,"Valjevo, Serbia"
ZRE,Zrenjanin Airport,"Zrenjanin, Serbia"
BTS,M. R. Stefanik Airport,"Bratislava, Slovakia"
KSC,Kosice Airport,"Kosice, Slovakia"
LUE,Lucenec Airport,"Lucenec, Slovakia"
PZY,Piestany Airport,"Piestany, Slovakia"
POV,Presov Air Base,"Presov, Slovakia"
SLD,Sliac Airport,"Sliac, Slovakia"
TAT,Poprad-Tatry Airport,"Poprad, Slovakia"
ILZ,Zilina Airport,"Zilina, Slovakia"
GDT,JAGS McCartney International Airport,"Cockburn Town, Turks and Caicos Islands"
MDS,Middle Caicos Airport,"Middle Caicos, Turks and Caicos Islands"
NCA,North Caicos Airport,"North Caicos, Turks and Caicos Islands"
PIC,Pine Cay Airport,"Pine Cay, Turks and Caicos Islands"
PLS,Providenciales Airport,"Providenciales Island, Turks and Caicos Islands"
XSC,South Caicos Airport,"South Caicos, Turks and Caicos Islands"
SLX,Salt Cay Airport,"Salt Cay, Turks and Caicos Islands"
EPS,Arroyo Barril Airport,"Arroyo Barril, Dominican Republic"
BRX,Maria Montez International Airport,"Barahona, Dominican Republic"
CBJ,Cabo Rojo Airport,"Cabo Rojo, Dominican Republic"
AZS,Samana El Catey International Airport,"Samana, Dominican Republic"
COZ,Constanza Dom Re Airport,"Costanza, Dominican Republic"
JBQ,La Isabela International Airport,"La Isabela, Dominican Republic"
LRM,Casa De Campo International Airport,"La Romana, Dominican Republic"
PUJ,Punta Cana International Airport,"Punta Cana, Dominican Republic"
EPS,Samana El Portillo Airport,"Samana, Dominican Republic"
POP,Gregorio Luperon International Airport,"Puerto Plata, Dominican Republic"
SNX,Sabana de Mar Airport,"Sabana de Mar, Dominican Republic"
SDQ,Las Americas International Airport,"Santo Domingo, Dominican Republic"
STI,Cibao International Airport,"Santiago, Dominican Republic"
CBV,Coban Airport,"Coban, Guatemala"
CIQ,Chiquimula Airport,"Chiquimula, Guatemala"
CMM,Carmelita Airport,"Carmelita, Guatemala"
CTF,Coatepeque Airport,"Coatepeque, Guatemala"
DON,Dos Lagunas Airport,"Dos Lagunas, Guatemala"
GUA,La Aurora Airport,"Guatemala City, Guatemala"
HUG,Huehuetenango Airport,"Huehuetenango, Guatemala"
MCR,Melchor de Mencos Airport,"Melchor de Mencos, Guatemala"
PBR,Puerto Barrios Airport,"Puerto Barrios, Guatemala"
PCG,Paso Caballos Airport,"Paso Caballos, Guatemala"
PKJ,Playa Grande Airport,"Playa Grande, Guatemala"
PON,Poptun Airport,"Poptun, Guatemala"
AQB,Santa Cruz del Quiche Airport,"Santa Cruz del Quiche, Guatemala"
AAZ,Quezaltenango Airport,"Quezaltenango, Guatemala"
RUV,Rubelsanto Airport,"Rubelsanto, Guatemala"
LCF,Las Vegas Airport,"Rio Dulce, Guatemala"
RER,Retalhuleu Airport,"Retalhuleu, Guatemala"
GSJ,San Jose Airport,"Puerto San Jose, Guatemala"
FRS,Mundo Maya International Airport,"San Benito, Guatemala"
UAX,Uaxactun Airport,"Uaxactun, Guatemala"
AHS,Ahuas Airport,"Ahuas, Honduras"
BHG,Brus Laguna Airport,"Brus Laguna, Honduras"
CAA,Catacamas Airport,"Catacamas, Honduras"
CYL,Coyoles Airport,"Coyoles, Honduras"
CDD,Cauquira Airport,"Cauquira, Honduras"
OAN,El Arrayan Airport,"Olanchito, Honduras"
GAC,Gracias Airport,"El Molino, Honduras"
IRN,Iriona Airport,"Iriona, Honduras"
JUT,Jutigalpa airport,"Jutigalpa, Honduras"
LCE,Goloson International Airport,"La Ceiba, Honduras"
LEZ,La Esperanza Airport,"La Esperanza, Honduras"
SAP,Ramon Villeda Morales International Airport,"La Mesa, Honduras"
GJA,La Laguna Airport,"Guanaja, Honduras"
PCH,Palacios Airport,"Palacios, Honduras"
PEU,Puerto Lempira Airport,"Puerto Lempira, Honduras"
RTB,Juan Manuel Galvez International Airport,"Roatan Island, Honduras"
SDH,Santa Rosa Copan Airport,"Santa Rosa de Copan, Honduras"
RUY,Copan Ruinas Airport,"Ruinas de Copan, Honduras"
XPL,Coronel Enrique Soto Cano Air Base,"Comayagua, Honduras"
TEA,Tela Airport,"Tela, Honduras"
TGU,Toncontin International Airport,"Tegucigalpa, Honduras"
TJI,Trujillo Airport,"Trujillo, Honduras"
SCD,Sulaco Airport,"Sulaco, Honduras"
UII,Utila Airport,"Utila Island, Honduras"
OCJ,Boscobel Aerodrome,"Ocho Rios, Jamaica"
KIN,Norman Manley International Airport,"Kingston, Jamaica"
MBJ,Sangster International Airport,"Montego Bay, Jamaica"
POT,Ken Jones Airport,"Ken Jones, Jamaica"
NEG,Negril Airport,"Negril, Jamaica"
KTP,Tinson Pen Airport,"Tinson Pen, Jamaica"
MIJ,Mili Island Airport,"Mili Island, Marshall Islands"
ACA,General Juan N Alvarez International Airport,"Acapulco, Mexico"
NTR,Del Norte International Airport,"Del Norte, Mexico"
AGU,Jesus Teran International Airport,"Aguascalientes, Mexico"
HUX,Bahias de Huatulco International Airport,"Huatulco, Mexico"
CNA,Cananea Airport,"Cananea, Mexico"
CVJ,General Mariano Matamoros Airport,"Matamoros, Mexico"
ACN,Ciudad Acuna New International Airport,"Ciudad Acuna, Mexico"
CME,Ciudad del Carmen International Airport,"Ciudad del Carmen, Mexico"
NCG,Nuevo Casas Grandes Airport,"Nuevo Casas Grandes, Mexico"
CUL,Federal de Bachigualato International Airport,"Culiacan, Mexico"
CTM,Chetumal International Airport,"Chetumal, Mexico"
CEN,Ciudad Obregon International Airport,"Ciudad Obregon, Mexico"
CJT,Comitan Airport,"Comitan, Mexico"
CPE,Ingeniero Alberto Acuna Ongay International Airport,"Campeche, Mexico"
CJS,Abraham Gonzalez International Airport,"Ciudad Juarez, Mexico"
CZA,Chichen Itza International Airport,"Chichen Itza, Mexico"
CUU,General Roberto Fierro Villalobos International Airport,"Chihuahua, Mexico"
CVM,General Pedro Jose Mendez International Airport,"Ciudad Victoria, Mexico"
CYW,Captain Rogelio Castillo National Airport,"Celaya, Mexico"
CZM,Cozumel International Airport,"Cozumel, Mexico"
CUA,Ciudad Constitucion Airport,"Ciudad Constitucion, Mexico"
MMC,Ciudad Mante National Airport,"Ciudad Mante, Mexico"
DGO,General Guadalupe Victoria International Airport,"Durango, Mexico"
TPQ,Amado Nervo National Airport,"Tepic, Mexico"
ESE,Ensenada Airport,"Ensenada, Mexico"
GDL,Don Miguel Hidalgo Y Costilla International Airport,"Guadalajara, Mexico"
GYM,General Jose Maria Yanez International Airport,"Guaymas, Mexico"
GUB,Guerrero Negro Airport,"Guerrero Negro, Mexico"
TCN,Tehuacan Airport,"Tehuacan, Mexico"
HMO,General Ignacio P. Garcia International Airport,"Hermosillo, Mexico"
CLQ,Lic. Miguel de la Madrid Airport,"Colima, Mexico"
ISJ,Isla Mujeres Airport,"Isla Mujeres, Mexico"
SLW,Plan De Guadalupe International Airport,"Saltillo, Mexico"
IZT,Ixtepec Airport,"Ixtepec, Mexico"
JAL,El Lencero Airport,"Xalapa, Mexico"
AZP,Atizapan De Zaragoza Airport,"Atizapan De Zaragoza, Mexico"
LZC,Lazaro Cardenas Airport,"Lazaro Cardenas, Mexico"
LMM,Valle del Fuerte International Airport,"Los Mochis, Mexico"
BJX,Del Bajio International Airport,"Silao, Mexico"
LAP,Manuel Marquez de Leon International Airport,"La Paz, Mexico"
LTO,Loreto International Airport,"Loreto, Mexico"
MAM,General Servando Canales International Airport,"Matamoros, Mexico"
MID,Licenciado Manuel Crescencio Rejon Int Airport,"Merida, Mexico"
MUG,Mulege Airport,"Mulege, Mexico"
MXL,General Rodolfo Sanchez Taboada International Airport,"Mexicali, Mexico"
MLM,General Francisco J. Mujica International Airport,"Morelia, Mexico"
MTT,Minatitlan/Coatzacoalcos National Airport,"Minatitlan, Mexico"
LOV,Monclova International Airport,"Monclova, Mexico"
MEX,Licenciado Benito Juarez International Airport,"Mexico City, Mexico"
MTY,General Mariano Escobedo International Airport,"Monterrey, Mexico"
MZT,General Rafael Buelna International Airport,"Mazatlan, Mexico"
NOG,Nogales International Airport,"Nogales, Mexico"
NLD,Quetzalcoatl International Airport,"Nuevo Laredo, Mexico"
OAX,Xoxocotlan International Airport,"Oaxaca, Mexico"
